Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,days_count,Burn Rate
0,0,0,4,7.0,8.8,4872,0.74
1,1,1,3,5.0,5.2,4710,0.37
0,1,1,2,4.0,3.9,4806,0.31
1,1,1,2,3.0,4.9,4966,0.32
0,1,0,3,7.0,9.7,4809,0.81
0,1,1,3,7.0,8.5,4875,0.78
1,0,1,1,1.0,2.4,4938,0.17
0,1,0,4,6.0,7.0,4762,0.51
1,0,0,0,1.0,3.5,4814,0.19
0,0,1,4,8.0,5.8,5053,0.53
1,0,0,0,1.0,4.4,4789,0.24
0,1,1,1,2.0,2.2,4707,0.14
0,1,1,2,4.0,6.6,4948,0.44
0,1,0,2,5.0,6.2,4721,0.52
1,1,0,2,4.0,6.1,4864,0.39
1,1,1,1,3.0,5.3,4973,0.35
0,1,0,3,8.0,8.0,4801,0.7
0,1,1,2,4.0,6.7,4916,0.58
0,1,1,3,6.0,6.0,4842,0.52
0,1,1,0,1.0,3.6,4853,0.16
0,0,1,1,3.0,3.4,4971,0.16
0,1,0,1,3.0,5.6,5041,0.42
1,0,1,0,1.0,3.0,4829,0.23
0,0,1,3,5.0,7.9,4857,0.61
1,1,0,2,4.0,5.8,5049,0.43
1,1,1,2,4.0,5.7,4968,0.37
0,0,0,4,8.0,7.0,4982,0.71
1,1,0,2,5.0,5.7,5058,0.43
1,1,1,3,7.0,6.3,4746,0.54
0,1,0,4,7.0,7.2,4793,0.71
1,1,0,2,4.0,8.1,5018,0.66
1,0,1,1,3.0,6.3,4791,0.49
0,1,1,1,3.0,4.5,4933,0.36
0,1,1,2,5.0,4.4,4707,0.38
1,1,0,1,1.0,3.2,4756,0.25
0,1,1,1,3.0,4.6,5023,0.36
0,1,1,0,1.0,1.5,4884,0.1
1,0,1,1,2.0,5.9,4867,0.19
1,1,0,4,7.0,7.2,5048,0.72
0,1,1,1,3.0,4.1,4971,0.28
1,1,1,4,7.0,6.8,4839,0.67
0,1,0,4,8.0,5.8,4942,0.54
1,0,0,3,6.0,5.9,4972,0.52
1,1,1,1,3.0,4.0,4745,0.19
1,1,1,0,1.0,3.1,4872,0.24
1,0,1,1,2.0,5.0,5020,0.39
0,0,0,3,6.0,6.9,5028,0.54
1,1,1,3,4.0,5.4,4937,0.48
1,1,1,2,2.0,4.5,4751,0.26
0,1,0,3,7.0,8.0,4721,0.63
0,0,1,3,6.0,5.2,4791,0.34
1,1,0,1,1.0,2.1,4826,0.15
1,0,1,2,4.0,5.9,4878,0.47
1,1,1,1,2.0,2.6,4900,0.19
0,1,0,1,3.0,4.9,4849,0.27
1,1,0,2,4.0,3.4,4827,0.25
1,0,1,3,6.0,6.0,4786,0.39
1,1,0,3,6.0,7.6,4987,0.67
1,1,1,2,2.0,4.8,5035,0.26
1,0,1,2,5.0,6.5,4989,0.52
1,0,1,0,1.0,3.9,4849,0.21
1,0,1,1,1.0,2.4,4823,0.09
0,1,0,4,8.0,7.3,4976,0.56
1,0,0,3,4.0,5.2,4798,0.27
0,1,1,3,7.0,7.3,4916,0.56
0,1,0,3,6.0,6.9,4814,0.58
1,1,1,2,4.0,4.4,4767,0.3
0,1,1,5,9.0,8.2,4734,0.85
1,1,0,3,6.0,5.9,4748,0.55
0,1,0,4,8.0,8.2,4965,0.63
1,1,0,4,7.0,6.6,4924,0.59
1,0,1,3,6.0,4.2,4757,0.35
0,1,0,2,3.0,4.0,4755,0.26
1,1,1,1,3.0,3.6,4872,0.2
1,1,0,2,6.0,7.7,5054,0.75
1,0,0,2,6.0,5.9,5052,0.54
1,1,0,4,8.0,8.4,5001,0.76
0,1,1,3,4.0,6.3,4717,0.47
0,0,1,2,4.0,4.1,4741,0.33
0,1,0,2,5.0,7.1,4788,0.53
0,1,1,1,2.0,3.7,5023,0.18
0,1,1,4,8.0,8.5,5061,0.69
1,0,0,1,4.0,7.0,4716,0.51
1,1,0,3,5.0,5.9,4851,0.34
1,1,0,1,2.0,2.5,4778,0.18
0,1,1,1,4.0,5.8,4907,0.53
0,1,1,1,3.0,5.9,4883,0.2
0,0,1,1,2.0,4.9,4735,0.33
0,1,0,3,6.0,7.3,4869,0.56
1,1,0,0,1.0,4.4,4938,0.28
0,1,1,4,8.0,8.2,4759,0.83
0,1,0,3,6.0,6.7,5036,0.64
1,1,0,1,1.0,5.9,4813,0.24
0,1,0,1,1.0,4.5,4719,0.24
1,1,1,0,4.0,4.6,4983,0.29
1,0,1,2,4.0,6.0,5049,0.41
0,0,1,2,6.0,7.8,5020,0.67
1,1,1,2,5.0,6.7,4976,0.52
0,1,1,3,5.0,6.4,4854,0.56
1,1,0,2,4.0,7.3,4985,0.55
1,1,1,5,10.0,5.9,4751,0.8
1,1,0,4,8.0,7.0,4720,0.66
1,1,0,3,7.0,6.9,5065,0.54
0,0,1,2,3.0,5.7,4858,0.38
0,1,1,3,7.0,7.2,4977,0.51
1,1,1,4,8.0,8.1,5015,0.74
0,0,0,2,5.0,6.0,4751,0.52
0,1,0,3,7.0,8.9,4709,0.87
0,1,0,0,1.0,5.9,4980,0.08
0,0,0,2,4.0,5.9,4715,0.39
0,0,1,1,3.0,4.1,5049,0.29
1,1,1,4,9.0,8.8,4789,0.77
0,1,1,3,4.0,6.7,4821,0.45
1,1,1,2,3.0,5.8,4910,0.46
1,0,0,1,5.0,5.7,4986,0.52
0,1,0,3,6.0,5.9,4909,0.54
0,1,1,1,2.0,3.7,4940,0.26
1,1,1,0,1.0,3.9,4908,0.2
0,0,0,3,5.0,6.8,5021,0.68
0,0,0,3,5.0,6.9,4890,0.58
1,0,1,3,5.0,5.5,5040,0.44
1,0,0,2,4.0,7.3,4942,0.54
1,1,1,2,4.0,5.9,4843,0.25
1,1,1,1,3.0,4.5,5051,0.27
0,1,1,2,3.0,3.1,5006,0.23
0,0,1,1,2.0,1.6,4853,0.05
0,0,0,1,3.0,4.3,4771,0.21
0,0,1,1,1.0,2.9,4755,0.14
0,1,1,2,4.0,6.4,5036,0.48
0,1,1,2,3.0,6.7,5045,0.43
1,1,1,3,5.0,5.8,5008,0.34
1,0,0,3,4.0,6.7,4791,0.5
0,1,1,2,4.0,5.2,5038,0.45
0,1,0,2,4.0,8.1,5065,0.68
0,0,1,1,4.0,5.6,4772,0.48
0,0,1,2,5.0,6.6,4909,0.52
0,0,1,1,3.0,2.6,4881,0.2
1,0,1,3,4.0,6.1,5037,0.4
0,1,0,2,3.0,6.3,5055,0.48
1,1,1,3,7.0,8.8,4714,0.7
0,0,1,3,6.0,8.1,4963,0.6
1,1,1,1,4.0,1.9,4993,0.05
0,0,1,1,2.0,2.1,5008,0.14
0,1,0,2,4.0,6.6,5040,0.63
1,1,1,2,3.0,5.0,4730,0.27
0,1,1,2,6.0,7.4,4977,0.57
1,1,1,3,7.0,7.7,4938,0.57
0,1,1,1,1.0,2.6,4906,0.12
0,1,1,1,1.0,2.8,4835,0.23
0,1,1,5,10.0,9.1,4825,0.93
0,1,0,4,7.0,7.0,4824,0.65
0,1,0,2,4.0,7.9,4917,0.66
1,1,1,3,6.0,7.7,4725,0.58
1,0,1,3,8.0,5.9,4919,0.74
0,1,0,3,6.0,8.1,5007,0.73
1,0,0,4,9.0,9.8,5035,1.0
0,1,0,2,5.0,3.9,4727,0.3
1,1,1,1,4.0,4.4,5042,0.32
0,0,1,2,5.0,6.2,4946,0.5
0,1,0,0,1.0,1.0,4777,0.03
0,0,0,2,4.0,6.1,4939,0.49
0,1,1,2,5.0,4.1,5001,0.34
0,0,0,1,2.0,2.8,4822,0.15
0,0,0,1,1.0,1.5,4855,0.07
0,0,0,1,3.0,5.7,4839,0.35
0,0,1,3,6.0,6.8,4899,0.61
1,0,1,2,4.0,5.3,4741,0.33
1,0,1,1,1.0,3.6,4997,0.15
0,0,1,1,2.0,5.5,4770,0.35
0,1,1,1,2.0,5.9,4983,0.29
1,1,0,3,5.0,5.5,4787,0.48
0,1,1,1,1.0,1.1,4879,0.04
1,1,0,3,5.0,4.9,4719,0.43
1,1,1,4,4.0,8.7,4780,0.77
1,0,0,1,1.0,1.7,4736,0.13
0,1,1,2,3.0,5.9,4863,0.48
1,0,0,3,7.0,5.9,4704,0.57
0,0,0,4,7.0,6.6,4713,0.51
0,1,0,4,6.0,7.5,4786,0.64
0,1,1,2,4.0,5.0,4885,0.41
0,1,1,4,7.0,7.6,4740,0.75
1,0,1,4,5.0,5.8,4967,0.48
1,0,1,2,4.0,5.3,5037,0.31
0,1,1,3,5.0,8.4,4811,0.67
1,1,1,2,5.0,5.5,4924,0.45
0,1,1,3,4.0,5.4,4893,0.32
1,0,1,1,4.0,5.3,4767,0.35
1,0,0,3,8.0,7.3,4919,0.74
1,1,1,1,3.0,3.8,4768,0.31
0,1,0,3,5.0,7.1,4760,0.49
1,1,0,2,5.0,6.7,4834,0.53
1,1,0,2,4.0,5.5,4858,0.37
0,0,0,3,5.0,6.2,5055,0.59
0,1,1,4,8.0,7.3,4888,0.74
1,1,1,2,4.0,5.1,5018,0.37
0,0,0,1,4.0,5.0,4746,0.31
1,0,1,3,5.0,6.1,4953,0.5
0,1,0,1,1.0,1.5,4918,0.08
1,1,0,1,3.0,5.8,4776,0.43
0,0,0,2,4.0,5.5,4959,0.33
1,0,0,2,4.0,7.1,4757,0.61
0,1,0,4,8.0,6.8,4941,0.6
0,1,1,4,7.0,7.7,4963,0.68
0,1,0,1,1.0,0.0,5043,0.0
0,1,0,5,10.0,9.8,5050,0.86
0,1,0,4,8.0,7.5,5023,0.75
0,0,0,3,7.0,6.7,4966,0.59
1,0,1,1,2.0,4.7,4930,0.29
1,1,1,2,5.0,5.1,5014,0.32
1,0,1,1,3.0,4.9,4746,0.36
1,1,1,1,1.0,1.9,4848,0.04
1,1,1,0,1.0,0.0,4727,0.0
1,1,0,1,4.0,7.0,4714,0.5
0,1,1,1,4.0,5.1,4956,0.38
1,0,1,3,4.0,5.9,4781,0.42
1,1,0,1,4.0,4.6,5038,0.32
0,1,0,4,7.0,9.4,4944,0.84
0,1,0,2,6.0,6.9,4767,0.65
0,0,0,3,4.0,6.8,4786,0.47
1,1,1,3,4.0,5.8,4933,0.43
0,1,0,3,6.0,8.0,4732,0.64
1,1,0,4,8.0,8.6,5016,0.88
1,0,0,1,3.0,6.3,4911,0.47
1,1,0,2,4.0,5.9,4739,0.38
0,0,1,1,4.0,4.3,4814,0.34
1,1,0,4,8.0,7.2,4765,0.7
0,0,1,2,4.0,5.2,4742,0.45
1,1,0,1,2.0,5.2,4870,0.43
1,1,0,1,3.0,5.9,4975,0.38
1,1,1,3,5.0,5.6,4712,0.43
1,1,0,3,6.0,7.7,4870,0.58
0,1,1,1,2.0,3.5,4706,0.18
1,0,1,2,3.0,6.5,5053,0.46
0,0,1,1,4.0,5.9,4938,0.41
1,1,1,3,5.0,6.6,4921,0.48
1,1,0,1,4.0,5.9,5062,0.56
0,0,1,1,2.0,4.1,4873,0.26
0,0,1,2,4.0,6.2,4761,0.44
1,1,1,2,6.0,5.9,4820,0.55
0,0,1,4,7.0,6.9,4784,0.49
1,1,0,5,9.0,5.9,5019,0.72
1,1,1,1,2.0,3.8,4815,0.25
1,1,0,4,8.0,8.8,4870,0.7
0,0,0,1,2.0,5.9,4773,0.47
1,1,1,1,3.0,4.7,4794,0.31
0,1,0,2,4.0,7.5,4743,0.65
0,0,0,2,5.0,7.0,4989,0.66
0,1,1,4,8.0,9.1,5041,0.75
1,0,1,2,2.0,4.5,4839,0.24
0,1,1,1,2.0,5.1,4869,0.3
0,0,1,2,3.0,3.5,4715,0.27
1,1,1,3,4.0,5.9,4889,0.62
0,0,0,4,9.0,8.6,5016,0.71
1,1,1,1,2.0,4.8,4796,0.43
0,0,0,4,4.0,5.9,4766,0.78
1,1,0,1,2.0,0.2,4806,0.0
0,0,1,2,4.0,4.6,4793,0.4
1,1,1,1,4.0,4.9,4905,0.34
0,1,1,2,4.0,4.9,4708,0.33
0,1,1,3,6.0,7.3,4778,0.51
0,1,1,1,1.0,4.5,4863,0.26
0,1,1,2,4.0,4.7,4806,0.33
1,0,0,4,6.0,7.3,4726,0.61
1,0,0,5,8.0,8.1,4720,0.84
0,1,0,2,6.0,7.9,4854,0.65
1,1,1,2,3.0,6.5,5012,0.45
1,1,1,0,1.0,2.5,4910,0.15
1,1,0,3,7.0,7.4,4854,0.55
0,1,1,1,3.0,3.7,4967,0.18
0,0,0,3,5.0,6.3,4732,0.59
1,1,1,3,5.0,5.3,4830,0.36
0,1,1,3,5.0,5.7,4965,0.43
0,0,0,2,4.0,7.5,4730,0.61
1,0,0,3,6.0,7.5,4798,0.56
1,1,1,4,8.0,5.9,4931,0.73
1,1,1,3,5.0,6.5,4950,0.56
1,0,1,0,2.0,3.6,4882,0.16
0,1,0,3,5.0,6.3,4724,0.49
0,0,0,1,3.0,4.7,5037,0.28
0,1,1,2,6.0,6.4,4901,0.52
1,0,0,4,6.0,8.7,4847,0.69
0,1,0,4,8.0,7.5,4821,0.78
1,0,1,1,3.0,5.9,4766,0.21
0,0,1,3,4.0,6.0,4733,0.56
0,0,1,2,3.0,5.5,4899,0.31
0,0,1,0,1.0,2.8,4805,0.2
0,1,1,0,2.0,4.2,4823,0.22
0,1,0,3,8.0,9.0,4992,0.74
0,1,0,2,6.0,6.5,4960,0.51
0,0,1,3,6.0,7.5,4838,0.56
0,1,1,3,4.0,5.1,4873,0.37
0,1,0,1,4.0,4.7,4980,0.34
1,1,1,2,3.0,5.6,5059,0.42
0,0,0,1,3.0,5.2,4797,0.4
0,0,0,2,3.0,5.9,5012,0.11
1,1,0,3,6.0,8.2,4891,0.71
0,1,0,2,6.0,7.4,4948,0.53
0,1,0,3,7.0,8.2,4725,0.75
0,1,0,4,9.0,8.9,4922,0.89
0,0,0,2,4.0,4.7,4982,0.38
1,1,1,2,4.0,5.9,4779,0.41
1,1,0,2,3.0,6.0,5038,0.4
0,1,1,3,6.0,8.6,4886,0.66
0,1,1,1,2.0,4.2,4836,0.33
1,1,1,3,5.0,3.9,4793,0.34
1,1,0,2,5.0,7.4,4971,0.69
1,0,0,1,3.0,3.7,5022,0.25
0,1,0,4,9.0,8.6,4786,0.73
0,0,1,0,1.0,3.9,4946,0.21
0,0,1,4,8.0,7.4,4790,0.63
1,1,0,1,3.0,3.7,4921,0.3
1,1,0,4,6.0,7.1,5063,0.67
1,0,1,1,2.0,5.3,4871,0.36
0,1,1,3,6.0,5.9,4839,0.52
1,1,0,4,9.0,9.4,4999,0.92
0,1,0,3,6.0,6.9,4934,0.53
0,0,0,4,6.0,5.9,5047,0.5
1,1,0,4,6.0,6.5,4977,0.62
1,1,1,1,2.0,2.3,5016,0.17
0,1,1,1,3.0,5.1,4922,0.45
0,1,0,3,5.0,7.2,4728,0.57
0,1,1,4,6.0,6.3,4891,0.52
0,0,0,1,3.0,4.9,5038,0.35
1,1,0,1,2.0,4.3,4878,0.25
0,1,0,2,5.0,5.7,4895,0.52
0,1,0,1,4.0,5.4,4853,0.31
1,1,0,3,7.0,8.8,4731,0.86
0,0,1,2,4.0,3.8,5035,0.32
1,0,1,5,9.0,8.2,4828,0.88
1,0,1,2,3.0,2.2,4977,0.06
0,0,0,3,5.0,5.1,5043,0.45
0,1,1,3,6.0,7.0,5001,0.63
0,0,1,1,3.0,2.8,4924,0.18
1,1,1,2,4.0,6.3,4775,0.41
0,1,0,3,6.0,7.0,4897,0.56
1,0,0,1,3.0,6.9,4905,0.46
1,0,1,5,9.0,5.9,4947,0.8
0,1,0,1,4.0,5.8,5058,0.42
1,1,1,0,1.0,5.9,4900,0.21
1,1,1,2,4.0,4.2,4710,0.33
1,1,1,0,1.0,3.5,4848,0.22
0,1,1,3,8.0,6.9,4775,0.7
1,1,0,4,8.0,5.9,4766,0.8
1,1,1,1,2.0,5.3,4717,0.28
1,1,1,1,1.0,5.0,4771,0.25
1,1,0,0,1.0,1.4,4747,0.01
1,1,0,2,3.0,4.5,4998,0.24
1,1,1,3,6.0,6.5,5045,0.51
1,1,1,1,4.0,7.5,4759,0.54
1,0,1,2,4.0,4.0,4754,0.33
1,1,1,3,5.0,5.9,4781,0.4
0,0,0,3,5.0,6.6,4942,0.44
1,1,1,0,2.0,4.1,4837,0.3
0,0,0,0,1.0,4.4,4743,0.27
0,1,0,3,7.0,7.1,4758,0.62
1,0,1,2,5.0,6.4,4725,0.44
0,0,1,4,7.0,6.1,4758,0.58
0,1,0,2,5.0,6.5,4929,0.57
1,1,1,2,4.0,4.6,4825,0.42
1,0,1,0,1.0,1.9,4841,0.14
0,1,1,1,3.0,5.1,4853,0.42
1,1,0,0,1.0,4.1,4799,0.29
1,1,1,3,6.0,5.9,4886,0.43
0,1,0,2,4.0,5.2,4916,0.38
0,0,0,4,8.0,5.5,4914,0.52
0,0,0,4,9.0,7.2,4894,0.74
0,0,0,1,3.0,6.0,4838,0.52
0,1,0,0,1.0,3.9,4747,0.21
1,0,1,2,4.0,6.2,4705,0.41
1,1,0,3,7.0,5.9,4836,0.82
1,1,1,1,2.0,3.3,4869,0.17
1,1,0,3,7.0,6.8,4706,0.69
0,0,1,0,1.0,2.2,4930,0.11
0,0,0,3,5.0,5.9,4921,0.66
0,0,0,3,7.0,7.7,4917,0.63
1,0,1,1,2.0,4.6,4780,0.26
1,1,1,0,1.0,2.6,4884,0.17
1,0,0,3,7.0,5.9,5045,0.55
0,1,1,2,5.0,6.7,4838,0.56
1,1,0,2,4.0,7.1,4990,0.63
1,1,1,2,3.0,3.6,4791,0.15
0,1,0,3,5.0,7.5,4748,0.53
0,1,1,4,7.0,5.9,4976,0.6
1,1,1,3,7.0,8.3,4815,0.65
1,1,0,1,4.0,6.7,4833,0.56
1,1,0,1,2.0,5.9,4736,0.24
1,1,0,1,3.0,7.2,4886,0.51
0,1,1,3,4.0,3.8,4785,0.31
1,1,1,4,9.0,8.5,4773,0.79
1,1,1,3,4.0,5.4,4854,0.45
1,0,0,1,3.0,5.2,4779,0.33
0,1,0,2,4.0,6.7,4963,0.47
1,0,1,1,2.0,2.4,4747,0.19
0,1,1,1,3.0,5.5,4791,0.4
1,0,0,0,1.0,1.7,5066,0.04
1,1,1,2,5.0,4.6,4955,0.36
1,0,1,1,4.0,4.6,4944,0.34
0,1,1,2,3.0,4.4,4755,0.37
1,0,1,0,2.0,4.3,4769,0.26
0,1,1,1,1.0,4.5,5030,0.26
1,1,0,2,5.0,6.2,4849,0.38
0,1,0,4,7.0,7.3,5030,0.71
0,1,1,1,2.0,3.3,4961,0.26
1,0,0,3,6.0,8.6,5000,0.85
1,1,0,3,5.0,6.6,4991,0.65
1,0,1,1,2.0,1.4,4876,0.05
0,1,1,2,5.0,4.0,4830,0.3
0,1,1,0,2.0,2.7,5013,0.13
0,1,0,3,5.0,6.2,4809,0.4
0,1,0,1,1.0,3.3,4831,0.24
0,1,0,3,7.0,8.1,5021,0.69
1,1,0,3,6.0,7.4,4857,0.51
0,1,1,2,3.0,4.7,4809,0.27
1,1,1,3,5.0,5.9,4935,0.48
0,1,1,1,4.0,6.0,4855,0.37
0,0,1,1,3.0,3.5,5059,0.27
0,0,1,2,6.0,8.5,4705,0.74
1,1,1,3,5.0,5.7,4730,0.5
1,1,0,1,3.0,5.3,5060,0.32
1,1,1,1,2.0,3.5,5038,0.27
1,1,0,4,6.0,6.3,5044,0.5
1,1,1,3,6.0,7.5,4864,0.54
1,0,1,2,4.0,7.7,4720,0.59
1,1,1,2,4.0,5.8,4870,0.34
1,1,1,2,5.0,4.7,5015,0.36
0,1,0,4,8.0,7.0,4769,0.51
0,1,1,3,7.0,5.5,4827,0.51
0,1,1,1,3.0,2.7,5003,0.11
1,0,1,3,6.0,5.6,4999,0.51
1,0,1,4,5.0,5.4,4973,0.49
0,0,0,3,6.0,7.8,4710,0.56
1,1,1,3,6.0,5.2,4976,0.41
1,1,1,1,3.0,3.2,4842,0.2
0,0,0,2,3.0,5.3,4845,0.41
1,0,1,2,4.0,4.5,4986,0.35
0,1,0,3,6.0,7.6,4931,0.56
0,1,1,2,5.0,7.5,5011,0.68
1,0,0,2,4.0,5.4,4867,0.43
1,1,1,2,2.0,4.1,4826,0.29
1,1,0,2,4.0,8.7,4887,0.68
0,0,0,2,5.0,7.7,4743,0.61
0,1,0,1,1.0,0.3,4872,0.04
0,1,1,1,2.0,4.6,4716,0.33
0,0,0,3,5.0,6.8,4960,0.64
0,1,0,2,4.0,7.7,4765,0.65
1,1,1,2,5.0,6.1,4770,0.47
1,1,1,2,5.0,5.9,5036,0.49
1,1,0,3,5.0,5.1,5066,0.45
1,0,0,2,4.0,5.5,4726,0.45
0,1,0,4,7.0,8.6,4766,0.68
1,1,1,3,6.0,6.3,4758,0.47
0,1,1,2,5.0,7.8,5055,0.69
0,1,1,3,6.0,6.1,4864,0.54
0,0,1,2,4.0,4.2,5063,0.2
0,1,0,3,7.0,9.3,4882,0.79
1,1,1,2,2.0,5.9,4877,0.22
0,1,1,3,7.0,7.6,4869,0.71
1,1,0,1,2.0,5.3,4985,0.36
1,0,1,4,7.0,8.9,4983,0.72
1,1,1,2,4.0,7.3,4816,0.5
0,0,1,3,5.0,5.6,4777,0.52
0,1,1,1,3.0,4.4,5014,0.32
0,1,1,1,1.0,5.1,4846,0.27
1,1,1,2,5.0,5.9,4742,0.41
1,0,0,2,4.0,6.7,4817,0.57
1,1,1,2,5.0,7.2,4737,0.6
0,0,1,4,6.0,7.8,4910,0.61
0,1,0,3,6.0,7.0,5016,0.62
0,1,0,4,7.0,5.9,5001,0.74
1,1,1,1,4.0,4.7,4865,0.41
1,1,0,3,7.0,5.9,5016,0.54
0,0,0,2,4.0,6.9,4988,0.52
1,1,0,4,8.0,7.3,4942,0.57
1,1,1,2,4.0,5.7,4857,0.46
0,0,1,1,3.0,6.9,4904,0.48
0,0,0,3,7.0,9.8,4948,0.85
0,1,0,1,2.0,3.3,5068,0.2
0,1,0,4,4.0,9.0,4829,0.82
0,0,0,4,7.0,6.0,4762,0.57
1,1,0,3,5.0,5.3,5049,0.35
0,0,0,1,4.0,5.4,5020,0.33
1,1,1,1,1.0,4.9,4802,0.29
0,0,0,3,5.0,5.9,4859,0.53
0,0,1,2,5.0,6.0,4781,0.37
0,1,1,3,5.0,4.1,4991,0.34
1,1,0,2,2.0,2.9,4837,0.1
1,0,0,3,4.0,4.9,5018,0.39
0,0,1,3,8.0,8.5,5058,0.91
0,1,1,2,3.0,1.8,4890,0.13
1,1,0,2,3.0,6.4,4746,0.45
1,1,1,2,4.0,6.4,5019,0.49
0,0,1,1,2.0,5.0,4987,0.28
0,1,0,2,6.0,6.1,4770,0.56
1,1,1,2,5.0,3.6,4857,0.31
1,0,1,2,4.0,5.6,4889,0.49
1,0,1,2,6.0,8.7,4865,0.73
0,0,0,3,8.0,7.9,4949,0.78
0,1,1,0,1.0,1.2,4913,0.1
1,1,1,0,2.0,3.3,4767,0.16
0,0,1,2,2.0,2.8,4809,0.09
1,1,1,3,5.0,6.4,4871,0.46
0,1,0,0,1.0,2.5,4723,0.14
0,1,1,3,4.0,4.9,4983,0.36
0,1,1,2,3.0,5.9,4739,0.25
1,1,0,3,6.0,5.1,4905,0.38
0,0,1,1,3.0,4.9,5055,0.25
1,1,1,2,4.0,4.9,4919,0.41
1,1,0,1,4.0,6.6,5015,0.51
1,0,1,2,5.0,5.3,4811,0.33
0,1,0,1,2.0,4.5,4724,0.24
0,0,1,1,1.0,0.0,5013,0.0
1,1,1,1,3.0,6.8,5007,0.45
1,0,1,1,3.0,5.9,4782,0.41
1,1,1,1,2.0,0.7,4842,0.0
0,1,1,2,4.0,4.4,4977,0.37
0,1,1,2,4.0,5.2,4769,0.39
1,1,0,0,1.0,3.7,4876,0.16
0,1,1,3,7.0,6.4,5058,0.57
0,1,1,2,4.0,7.8,4726,0.62
0,1,1,1,1.0,3.3,4809,0.11
0,1,1,2,5.0,5.3,4898,0.37
0,1,0,3,6.0,7.3,4798,0.58
1,1,0,4,7.0,9.1,4909,0.8
0,0,1,2,4.0,5.3,5003,0.3
0,1,0,1,2.0,4.6,4943,0.27
0,1,1,2,6.0,8.6,4825,0.66
1,0,1,0,1.0,0.0,4878,0.0
1,1,0,4,7.0,6.5,5031,0.53
1,0,1,1,3.0,5.1,4763,0.28
1,1,1,1,2.0,4.2,4731,0.28
0,1,0,2,3.0,3.9,4931,0.31
0,0,0,2,6.0,6.5,4921,0.51
0,1,1,3,5.0,4.6,4829,0.38
0,1,0,2,4.0,7.4,4800,0.62
0,0,1,1,3.0,3.5,4743,0.3
0,1,0,2,6.0,5.9,4991,0.78
0,1,0,3,4.0,5.4,4865,0.32
1,0,0,2,5.0,7.6,5006,0.57
1,1,1,1,2.0,2.8,4875,0.1
0,1,0,3,5.0,7.1,4840,0.61
1,1,1,3,5.0,6.4,4933,0.58
0,1,0,3,6.0,5.9,4720,0.39
0,1,0,2,6.0,7.2,4729,0.71
0,0,0,3,5.0,7.7,4932,0.62
0,1,0,2,4.0,7.7,4733,0.56
1,0,1,1,2.0,3.8,5035,0.15
1,1,1,3,7.0,6.5,5068,0.58
0,0,0,1,3.0,5.9,4914,0.46
1,1,1,1,1.0,0.0,5000,0.0
1,1,0,4,8.0,9.1,4788,0.76
0,1,0,1,4.0,4.1,4711,0.34
0,1,0,3,6.0,8.1,4978,0.64
0,0,1,4,7.0,5.6,4862,0.5
1,0,1,2,5.0,6.3,4993,0.48
1,1,1,1,2.0,0.3,5023,0.02
0,1,1,3,5.0,6.3,4958,0.46
0,0,1,2,5.0,6.9,4708,0.46
0,1,0,4,7.0,7.2,4719,0.63
1,0,0,1,4.0,7.1,4869,0.55
1,1,1,1,2.0,3.5,4889,0.17
1,1,1,2,3.0,3.7,4882,0.23
1,1,0,2,4.0,5.0,4718,0.35
0,0,1,1,2.0,2.0,4782,0.1
1,0,0,1,5.0,5.9,4981,0.53
0,1,1,1,3.0,7.0,4953,0.49
1,1,1,1,2.0,3.2,4960,0.12
0,0,1,3,5.0,6.1,5006,0.43
0,1,1,2,5.0,6.9,4876,0.49
0,0,0,2,4.0,7.7,4914,0.61
0,0,0,3,6.0,7.8,5005,0.64
1,0,1,3,5.0,4.0,5064,0.26
0,1,1,3,5.0,5.9,4759,0.48
0,0,1,3,5.0,4.0,4862,0.33
1,1,1,1,1.0,1.8,5053,0.14
0,1,0,3,7.0,6.3,4725,0.55
1,1,1,2,4.0,2.7,5026,0.18
1,1,1,2,4.0,7.1,5053,0.48
0,0,0,3,7.0,6.4,4969,0.56
1,0,1,0,1.0,1.8,4935,0.07
1,1,1,3,5.0,6.0,5062,0.36
0,1,0,1,3.0,3.4,4749,0.17
0,0,0,4,7.0,7.4,5000,0.59
0,0,0,3,8.0,8.1,4845,0.73
1,1,1,1,3.0,5.5,4913,0.32
0,0,1,3,6.0,7.8,4790,0.61
1,1,1,0,1.0,1.8,4847,0.06
1,1,1,1,3.0,2.6,4987,0.15
1,0,0,2,4.0,5.5,4932,0.33
1,1,1,1,2.0,3.7,4951,0.26
1,1,0,2,5.0,6.8,4944,0.57
0,1,1,2,5.0,6.5,4987,0.65
1,0,1,1,4.0,5.0,4720,0.3
1,1,0,4,4.0,6.9,4814,0.67
1,0,1,2,5.0,5.1,4927,0.33
1,0,0,2,2.0,4.0,5036,0.24
1,0,1,3,3.0,4.6,5021,0.28
1,1,0,3,4.0,6.8,4954,0.55
0,1,1,3,5.0,8.1,4980,0.61
0,1,1,1,2.0,1.5,4811,0.07
1,1,0,2,3.0,4.4,4820,0.39
1,1,1,2,3.0,6.1,4907,0.44
0,1,0,4,8.0,8.9,4866,0.9
0,1,0,3,4.0,6.9,5068,0.68
1,1,0,4,8.0,7.6,4942,0.73
0,1,1,2,5.0,5.9,5009,0.31
1,0,1,0,1.0,1.7,4811,0.13
