Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,days_count,Burn Rate
0,1,1,2,4.0,4.3,5061,0.24
0,0,0,3,6.0,8.4,4918,0.76
0,0,0,3,6.0,5.9,4723,0.57
1,1,1,5,4.0,8.1,4936,0.75
0,1,1,3,6.0,7.3,4786,0.62
1,0,1,1,2.0,6.0,4720,0.38
0,1,1,2,3.0,5.3,4812,0.47
0,1,1,0,2.0,2.3,4962,0.16
0,1,1,2,4.0,6.0,4817,0.39
1,1,1,2,3.0,4.8,4838,0.26
0,1,0,0,1.0,2.7,4811,0.21
1,1,1,1,4.0,5.0,4939,0.28
1,1,1,3,6.0,5.8,4733,0.43
1,1,0,3,6.0,9.0,5007,0.76
0,1,1,2,6.0,6.6,4923,0.63
0,1,0,3,6.0,5.7,4808,0.53
0,0,0,5,9.0,8.2,4830,0.76
0,1,1,2,3.0,5.9,4995,0.36
1,1,1,2,4.0,3.9,4821,0.17
0,1,0,0,1.0,4.3,5047,0.28
1,1,1,5,10.0,10.0,4901,1.0
0,1,0,3,4.0,7.7,4718,0.62
1,0,1,3,5.0,5.6,5030,0.38
1,1,0,3,8.0,8.4,4740,0.88
0,1,1,2,3.0,4.3,5067,0.38
1,1,0,3,6.0,6.3,5026,0.52
0,1,1,1,3.0,2.2,5063,0.14
1,0,1,3,5.0,5.3,4971,0.43
0,1,1,4,7.0,5.4,4704,0.49
1,0,0,3,7.0,7.5,5063,0.64
1,1,1,3,5.0,3.3,5053,0.25
0,1,1,1,2.0,2.4,5001,0.14
1,1,0,2,4.0,5.1,4744,0.26
0,0,1,3,7.0,7.5,4737,0.73
1,0,0,3,4.0,3.6,4956,0.29
1,0,0,3,6.0,7.3,5064,0.65
0,0,1,2,4.0,5.9,4735,0.46
0,0,1,1,4.0,4.9,4752,0.28
1,0,0,3,7.0,7.9,4864,0.69
1,1,0,2,4.0,3.6,4923,0.31
0,1,1,1,4.0,5.9,4944,0.38
1,1,0,2,4.0,4.9,5029,0.36
0,0,1,1,1.0,2.5,4908,0.18
1,1,1,2,5.0,5.3,5059,0.36
1,1,1,1,4.0,5.9,4774,0.4
1,1,1,3,5.0,4.3,4910,0.38
0,0,0,2,3.0,4.6,4894,0.24
1,1,1,0,1.0,4.5,4743,0.21
1,1,1,2,3.0,5.2,4792,0.47
1,0,1,0,1.0,4.4,4844,0.24
1,1,1,2,4.0,5.6,5055,0.35
1,0,1,2,4.0,6.1,4907,0.45
1,1,0,1,3.0,6.4,4971,0.45
1,0,1,1,3.0,4.1,4760,0.36
0,1,1,0,2.0,4.9,4948,0.3
1,1,1,0,1.0,5.9,5006,0.21
0,1,0,2,4.0,5.9,4988,0.43
0,0,1,5,9.0,8.5,5031,0.8
1,1,1,2,4.0,5.1,4833,0.42
1,1,0,3,5.0,4.5,4989,0.36
0,1,0,0,1.0,0.3,4823,0.02
0,0,1,1,1.0,3.4,4812,0.16
1,0,0,2,5.0,4.6,4993,0.41
0,1,0,3,5.0,5.9,4976,0.51
1,0,1,0,1.0,2.5,4984,0.08
1,1,1,2,4.0,6.8,5066,0.45
0,0,1,2,4.0,7.1,4849,0.51
1,1,1,2,4.0,5.7,4790,0.45
1,0,1,1,2.0,5.9,4924,0.19
0,1,1,4,6.0,7.3,4826,0.65
1,1,0,2,2.0,4.8,5035,0.26
1,1,0,1,1.0,3.6,4976,0.22
0,0,0,1,2.0,5.4,4869,0.32
0,1,1,2,5.0,5.9,4753,0.49
1,1,0,1,4.0,4.3,4853,0.38
1,1,0,2,4.0,5.9,5033,0.47
0,0,1,0,1.0,0.0,4766,0.0
0,1,0,1,1.0,4.0,5057,0.25
1,1,1,3,5.0,7.8,4874,0.65
1,1,0,3,6.0,6.0,5013,0.54
0,1,0,2,5.0,7.3,4711,0.58
1,0,0,2,3.0,5.7,4956,0.41
0,1,1,2,5.0,6.3,4831,0.51
0,1,1,2,3.0,5.9,4722,0.49
0,1,1,1,2.0,5.1,4705,0.28
1,0,1,3,5.0,6.3,4961,0.44
0,1,0,3,7.0,6.4,4891,0.56
0,0,1,1,4.0,5.9,4762,0.37
1,0,1,3,5.0,4.5,5038,0.36
0,0,1,1,2.0,2.6,4787,0.18
1,0,0,3,5.0,5.9,5048,0.35
1,1,1,2,4.0,8.1,4748,0.63
0,1,1,4,6.0,5.9,4720,0.56
0,1,0,3,7.0,5.9,5027,0.78
1,0,0,3,7.0,8.1,4851,0.8
0,1,0,4,8.0,7.7,4768,0.67
1,0,1,3,6.0,5.7,4729,0.37
1,0,1,1,3.0,4.3,4770,0.38
1,1,1,0,2.0,3.7,4879,0.19
0,1,1,2,4.0,5.7,4799,0.33
0,1,0,4,8.0,8.4,5060,0.71
0,0,1,3,6.0,7.9,4981,0.65
1,0,1,1,4.0,5.9,4829,0.51
0,1,1,2,4.0,5.4,4920,0.42
1,1,1,1,1.0,0.0,4862,0.0
1,1,0,3,6.0,7.7,4934,0.56
0,0,0,0,1.0,3.0,4707,0.09
0,1,0,2,5.0,6.1,5032,0.52
1,1,1,2,3.0,1.4,4740,0.11
0,0,1,3,5.0,5.1,4970,0.42
1,1,1,2,6.0,6.3,4971,0.51
0,1,0,3,6.0,6.2,5027,0.6
1,1,1,4,7.0,7.0,4797,0.55
0,0,1,2,4.0,8.5,4903,0.69
0,1,1,4,4.0,9.2,4972,0.76
0,1,0,4,8.0,8.4,4926,0.72
1,0,1,1,2.0,3.8,4723,0.27
0,1,0,3,5.0,7.5,4751,0.6
0,0,1,0,2.0,3.3,4824,0.14
0,0,0,3,7.0,7.9,4755,0.82
1,1,0,4,4.0,6.4,4807,0.57
0,0,1,2,3.0,5.1,4918,0.3
0,0,1,2,3.0,3.8,4937,0.29
1,1,1,5,10.0,8.7,4705,0.77
0,0,0,3,7.0,8.2,4899,0.72
1,1,1,4,7.0,9.1,4895,0.77
0,1,0,2,3.0,3.1,4994,0.22
1,0,1,0,2.0,3.6,4972,0.15
0,0,1,3,6.0,7.0,4879,0.54
1,1,0,4,8.0,9.3,5008,0.76
1,1,1,1,2.0,0.5,4775,0.05
1,1,0,2,2.0,1.6,4787,0.03
0,0,0,0,1.0,4.1,5013,0.17
0,0,0,3,6.0,5.7,4807,0.55
1,1,1,3,5.0,5.9,5026,0.48
0,1,0,2,4.0,3.2,4963,0.25
1,0,0,2,4.0,6.8,4759,0.69
0,0,0,4,7.0,6.9,4893,0.58
0,0,0,1,3.0,5.9,4718,0.51
1,1,1,2,3.0,4.1,5060,0.26
0,0,0,2,5.0,7.0,4849,0.57
0,0,1,3,5.0,5.6,5006,0.38
1,0,0,2,5.0,6.5,5010,0.57
1,0,1,1,3.0,5.0,4721,0.33
1,0,1,3,4.0,6.5,4757,0.52
0,0,1,1,4.0,4.5,5031,0.38
1,1,0,3,6.0,5.9,5058,0.55
0,0,0,4,9.0,7.4,4889,0.73
1,1,1,1,4.0,5.9,4932,0.3
1,1,1,1,2.0,4.1,4767,0.18
1,1,0,3,4.0,3.3,4804,0.24
0,0,1,1,3.0,4.2,5015,0.33
1,0,1,3,6.0,5.6,4800,0.38
0,1,1,1,4.0,7.3,4746,0.52
1,0,0,2,5.0,8.3,4913,0.67
0,1,0,4,8.0,7.8,4759,0.73
1,1,0,2,4.0,6.7,4705,0.51
0,1,1,2,5.0,5.9,4868,0.49
1,1,1,0,1.0,3.9,4708,0.28
1,1,0,3,7.0,8.5,4847,0.78
1,1,1,2,5.0,6.6,4993,0.53
1,1,0,2,5.0,5.9,4784,0.64
0,0,1,1,4.0,5.9,5021,0.32
1,1,0,2,1.0,2.5,5051,0.07
0,1,0,2,5.0,5.9,4718,0.53
1,1,0,3,4.0,6.9,4769,0.5
0,1,0,2,5.0,5.0,4937,0.45
0,1,1,2,5.0,6.5,4844,0.53
0,0,1,4,7.0,6.8,4844,0.65
0,1,1,1,2.0,5.8,5043,0.41
1,0,1,2,3.0,4.2,4807,0.31
0,0,1,2,2.0,5.9,4960,0.07
0,1,0,5,8.0,8.6,4744,0.87
1,0,0,4,4.0,5.9,5062,0.6
0,1,0,2,3.0,3.4,4998,0.16
1,1,0,2,6.0,7.5,5012,0.75
1,0,1,3,6.0,5.4,5067,0.48
1,1,1,1,4.0,6.1,4828,0.39
1,0,1,1,4.0,6.1,4849,0.42
1,1,0,1,4.0,5.8,4749,0.38
0,0,1,3,5.0,4.9,4785,0.41
0,1,1,2,4.0,3.1,4747,0.16
0,1,0,2,4.0,7.1,4809,0.56
0,0,0,2,4.0,5.7,4947,0.54
1,1,0,3,7.0,8.6,4778,0.75
1,0,0,1,2.0,2.9,4720,0.18
1,1,1,2,4.0,5.7,5016,0.4
0,1,1,2,3.0,5.1,5064,0.28
1,1,1,3,6.0,6.7,4759,0.5
1,1,1,1,2.0,3.5,4838,0.27
0,1,1,1,3.0,5.6,4839,0.33
1,1,0,3,5.0,6.9,4935,0.64
1,1,0,4,8.0,8.7,5069,0.81
0,0,1,0,1.0,1.2,4900,0.08
0,1,1,4,8.0,6.6,4902,0.65
0,0,1,1,2.0,4.5,4960,0.26
1,1,1,3,4.0,4.5,4867,0.41
1,1,0,3,8.0,7.8,4850,0.75
1,1,1,2,3.0,4.9,4785,0.34
0,0,0,4,7.0,8.3,4843,0.75
0,1,0,3,6.0,6.7,4833,0.62
1,1,0,4,4.0,6.6,4827,0.61
1,0,1,3,5.0,5.8,4841,0.49
0,1,1,1,2.0,3.3,4908,0.28
0,0,1,4,8.0,8.7,5068,0.82
1,1,0,5,9.0,9.9,4776,0.9
0,0,0,2,3.0,4.5,4871,0.27
1,0,1,3,4.0,3.2,4979,0.26
0,0,0,2,4.0,5.6,4955,0.52
1,0,1,2,5.0,6.3,4994,0.53
0,1,0,3,4.0,5.3,4908,0.37
0,0,0,2,4.0,6.6,4877,0.52
1,0,0,3,5.0,8.8,4868,0.69
0,1,0,2,4.0,7.1,5062,0.58
1,0,0,4,9.0,8.0,5029,0.79
0,0,0,1,3.0,5.5,5000,0.49
1,1,0,4,9.0,7.9,4798,0.81
0,1,0,2,4.0,1.9,4734,0.12
0,0,1,3,5.0,7.5,5010,0.59
0,0,0,3,5.0,7.3,4856,0.68
0,1,0,2,6.0,7.2,4752,0.66
1,1,0,2,4.0,5.7,4870,0.4
0,1,0,1,4.0,6.2,4897,0.42
1,1,1,3,4.0,5.9,4912,0.48
0,1,0,3,7.0,8.0,4800,0.78
0,0,0,1,4.0,5.2,4984,0.44
0,1,1,2,5.0,6.9,4916,0.64
0,0,1,2,4.0,3.0,4955,0.21
0,1,1,1,2.0,5.4,4945,0.31
0,1,1,2,4.0,5.5,4877,0.4
1,0,1,3,5.0,5.8,4822,0.47
1,1,0,4,8.0,7.4,4928,0.71
0,1,0,2,4.0,7.4,4927,0.52
1,1,1,2,3.0,5.3,4865,0.4
1,0,1,1,1.0,3.3,4853,0.24
1,0,0,3,6.0,7.3,4869,0.59
1,1,0,3,5.0,6.4,5047,0.42
1,1,1,1,2.0,6.4,4780,0.41
1,1,0,1,4.0,5.3,4934,0.34
0,1,0,0,2.0,3.8,5011,0.18
0,0,1,0,1.0,0.6,4737,0.02
1,1,1,2,4.0,5.5,4832,0.31
1,1,0,2,3.0,4.3,4919,0.38
1,1,1,4,8.0,7.5,4715,0.68
0,1,1,2,4.0,3.8,4855,0.3
0,1,1,2,4.0,6.7,4950,0.57
1,1,1,3,5.0,8.3,4872,0.69
1,0,1,2,6.0,6.9,4953,0.67
0,0,0,3,6.0,7.6,5038,0.56
1,1,0,1,1.0,3.7,5021,0.28
0,1,1,3,6.0,6.1,4774,0.49
1,1,1,4,8.0,7.8,5041,0.72
1,0,1,2,3.0,6.8,4863,0.5
1,1,1,3,5.0,4.9,5041,0.38
1,1,1,3,6.0,5.9,4978,0.36
1,1,0,1,2.0,1.5,4735,0.03
0,1,1,3,5.0,5.0,4825,0.4
1,1,1,1,2.0,5.3,4815,0.29
1,0,0,3,6.0,5.9,4825,0.57
0,1,1,2,5.0,5.9,4912,0.34
0,0,1,1,4.0,5.9,5064,0.29
1,0,0,2,5.0,6.0,4842,0.41
1,1,0,2,4.0,5.9,4853,0.58
1,1,0,4,8.0,7.7,4718,0.65
1,0,0,4,7.0,7.6,5057,0.64
1,1,0,2,6.0,7.4,5008,0.71
1,1,1,2,2.0,5.9,4921,0.24
0,1,1,3,4.0,5.8,4866,0.49
0,0,1,1,2.0,4.6,4982,0.28
0,1,1,2,4.0,5.2,4742,0.49
1,0,1,1,2.0,3.5,4821,0.14
0,0,1,1,3.0,5.8,4847,0.47
1,0,1,3,5.0,4.5,4766,0.34
0,0,1,1,2.0,6.6,4842,0.5
1,1,1,1,4.0,5.8,5040,0.34
1,1,1,2,5.0,4.0,4769,0.34
1,1,1,4,6.0,7.6,5008,0.59
1,1,1,2,3.0,4.4,4921,0.36
1,1,1,1,2.0,4.8,4768,0.28
0,0,1,2,4.0,4.7,5055,0.4
1,1,1,0,1.0,1.1,4822,0.06
1,1,0,1,3.0,5.0,4864,0.36
0,1,0,2,4.0,5.3,4808,0.39
1,0,1,2,4.0,6.6,4732,0.47
0,1,0,4,9.0,8.4,4781,0.81
0,1,1,3,6.0,6.0,4785,0.47
1,1,1,0,1.0,4.6,4801,0.32
0,1,0,4,4.0,8.0,5000,0.74
0,1,1,2,2.0,0.9,4944,0.05
0,0,0,3,5.0,7.0,4778,0.58
1,1,1,2,3.0,4.7,4973,0.23
1,1,0,3,7.0,9.3,4861,0.81
1,0,0,2,6.0,8.8,4797,0.7
0,1,1,2,4.0,4.4,4890,0.28
0,1,0,2,4.0,7.0,4822,0.56
1,0,0,3,4.0,5.9,5024,0.71
1,1,1,2,2.0,1.3,4805,0.07
1,1,1,2,4.0,5.9,4840,0.34
1,1,0,3,5.0,7.1,4974,0.62
1,0,1,2,4.0,4.8,4769,0.41
1,1,1,3,4.0,5.7,4843,0.49
1,1,1,0,1.0,3.7,5001,0.22
1,1,1,2,4.0,5.5,4879,0.3
1,1,1,2,5.0,5.4,4875,0.3
0,1,1,2,3.0,4.7,4884,0.34
1,1,0,3,5.0,8.0,4792,0.66
1,1,0,4,6.0,7.8,5054,0.59
0,1,1,2,4.0,5.4,4793,0.39
0,0,0,2,6.0,6.1,5033,0.57
0,0,1,4,8.0,5.9,4983,0.83
1,0,0,4,7.0,6.4,4753,0.58
1,1,0,3,5.0,4.9,4900,0.31
1,1,0,3,4.0,5.9,4763,0.55
0,0,1,3,6.0,7.3,4899,0.51
1,1,1,1,2.0,4.9,4950,0.44
0,0,0,3,7.0,7.6,4856,0.61
0,1,1,3,5.0,5.0,4825,0.43
0,0,1,1,2.0,5.5,5059,0.47
1,1,0,0,1.0,2.6,5059,0.11
1,0,0,1,3.0,6.4,4842,0.51
1,0,0,3,9.0,10.0,4996,1.0
1,1,1,3,5.0,6.4,4891,0.46
1,1,0,4,7.0,7.1,4933,0.6
1,1,0,2,5.0,5.9,4980,0.52
1,0,1,2,4.0,6.4,4941,0.59
1,0,0,2,4.0,7.9,4824,0.62
1,1,1,2,4.0,5.4,4838,0.38
1,0,1,2,4.0,5.0,4928,0.39
1,1,1,1,2.0,5.9,4858,0.47
1,1,1,2,3.0,5.7,4866,0.4
0,1,0,5,9.0,8.8,4911,0.86
1,0,1,1,4.0,4.7,5047,0.3
1,0,1,0,1.0,4.1,4836,0.28
0,0,0,4,9.0,8.9,4851,0.9
1,1,0,3,7.0,9.7,4844,0.85
1,0,0,4,6.0,6.9,5031,0.64
1,1,1,1,3.0,5.9,4973,0.46
0,1,1,2,5.0,4.8,4772,0.41
0,1,1,3,7.0,6.6,4998,0.54
0,1,1,2,4.0,5.3,4741,0.44
1,0,0,4,10.0,10.0,4975,1.0
1,0,0,3,6.0,5.5,4808,0.42
1,0,0,5,8.0,8.1,4854,0.79
1,1,1,2,4.0,6.2,4896,0.5
1,0,0,1,1.0,2.7,4964,0.21
1,1,0,4,7.0,6.6,4979,0.63
1,0,0,1,2.0,3.6,4766,0.23
0,0,0,1,3.0,6.6,5027,0.5
0,1,1,4,7.0,7.1,4925,0.62
1,1,0,1,1.0,3.2,4871,0.16
1,1,1,2,3.0,5.0,4744,0.35
1,0,1,2,3.0,4.7,4717,0.37
1,1,1,0,1.0,4.0,4991,0.29
0,0,1,3,7.0,9.1,5050,0.75
1,1,1,3,4.0,5.5,4767,0.44
0,0,0,3,6.0,7.6,4824,0.68
1,1,1,2,4.0,4.3,4917,0.35
1,1,0,4,6.0,7.0,4719,0.64
0,1,0,2,4.0,5.9,4745,0.57
1,1,1,2,5.0,6.9,5020,0.46
1,1,1,0,1.0,3.0,4828,0.17
0,1,0,3,4.0,5.5,5029,0.39
0,1,1,3,5.0,4.8,4819,0.43
1,1,1,2,4.0,3.2,4927,0.16
1,0,0,4,4.0,7.1,4961,0.58
0,0,1,3,5.0,5.9,4997,0.45
1,0,0,4,7.0,5.9,4963,0.53
0,1,0,1,3.0,5.9,4841,0.47
1,1,1,1,2.0,4.3,5033,0.23
1,1,0,2,3.0,4.8,4799,0.3
1,1,1,2,4.0,5.6,4833,0.34
0,1,1,1,1.0,4.1,4917,0.26
1,0,1,3,4.0,5.2,4788,0.39
0,0,0,3,6.0,7.0,4898,0.71
1,0,0,1,1.0,5.9,4798,0.15
0,0,0,2,3.0,4.2,4769,0.25
1,1,1,2,4.0,4.8,4708,0.33
1,1,0,4,8.0,7.9,4849,0.65
0,1,0,4,7.0,6.6,4705,0.65
0,0,0,3,5.0,7.2,4753,0.53
0,0,1,2,4.0,6.8,4888,0.52
0,1,1,3,6.0,7.7,4706,0.57
0,0,1,0,1.0,3.1,4983,0.13
0,1,0,4,9.0,9.1,4771,0.92
1,1,0,5,4.0,5.9,4916,0.72
1,0,1,2,3.0,2.8,5064,0.21
0,1,1,1,3.0,6.8,4760,0.44
0,1,0,4,6.0,6.4,4727,0.6
1,0,1,1,3.0,5.7,4704,0.43
0,0,1,3,4.0,5.9,5045,0.34
0,1,1,2,4.0,3.7,4906,0.28
1,0,1,1,1.0,5.0,5045,0.27
1,1,1,4,8.0,7.1,4849,0.6
0,1,0,3,7.0,6.0,4744,0.52
1,1,1,1,2.0,4.4,4927,0.2
1,1,0,3,5.0,4.9,4788,0.41
0,0,1,3,5.0,6.6,4778,0.46
1,1,1,3,6.0,7.3,4906,0.5
0,1,0,1,3.0,2.7,4751,0.17
1,1,1,1,1.0,1.0,4947,0.07
0,0,0,4,9.0,8.7,4939,0.91
1,1,1,3,5.0,7.2,4751,0.55
0,1,1,4,7.0,9.4,5013,0.82
0,1,1,2,3.0,5.4,5031,0.43
0,0,1,2,3.0,4.9,5041,0.36
1,1,1,3,4.0,6.8,5035,0.45
0,1,1,3,8.0,7.9,4976,0.77
0,0,0,3,6.0,7.2,4965,0.54
1,1,0,3,7.0,7.4,5042,0.62
1,1,1,3,6.0,6.8,5001,0.47
1,0,1,0,1.0,4.0,4718,0.21
0,1,1,3,4.0,6.2,4808,0.46
0,0,0,3,8.0,8.6,5003,0.74
1,1,0,1,4.0,5.6,4938,0.36
0,1,0,3,7.0,9.9,4723,0.92
0,1,1,1,2.0,0.8,4724,0.0
1,1,1,4,7.0,6.9,5069,0.68
1,1,1,2,3.0,5.4,4910,0.37
0,0,0,3,6.0,7.6,4831,0.61
1,1,0,2,4.0,5.2,4709,0.46
1,1,1,1,1.0,3.5,4714,0.22
1,0,1,4,7.0,6.2,4962,0.58
0,1,1,2,4.0,8.2,4739,0.64
0,1,0,3,4.0,4.1,5069,0.35
0,1,0,4,4.0,9.1,5003,0.82
1,1,1,0,1.0,4.3,4853,0.28
0,0,0,3,7.0,10.0,4822,1.0
0,1,0,2,2.0,1.8,4872,0.13
0,1,1,1,3.0,4.9,4943,0.26
0,1,0,3,6.0,7.9,4963,0.58
0,0,0,2,5.0,6.8,4956,0.53
0,0,0,4,7.0,6.7,4798,0.62
1,0,0,2,4.0,5.9,4757,0.29
0,1,1,1,3.0,3.7,4887,0.18
0,1,0,2,7.0,9.2,4745,0.78
0,1,0,2,6.0,6.8,4852,0.58
0,0,0,2,5.0,7.5,4946,0.59
1,0,0,2,4.0,7.3,4985,0.52
1,1,0,3,5.0,7.7,4909,0.64
1,0,0,5,8.0,5.9,5023,0.82
0,0,0,4,8.0,5.9,4794,0.77
0,1,0,3,7.0,8.3,5043,0.73
1,1,1,0,3.0,5.3,4755,0.3
0,0,1,3,7.0,8.6,4946,0.87
1,1,1,1,2.0,5.0,4756,0.33
0,1,1,3,4.0,5.5,4901,0.43
0,0,1,3,7.0,7.3,4965,0.52
1,1,1,1,1.0,2.8,4955,0.23
0,1,1,2,4.0,7.7,4985,0.7
1,0,1,3,7.0,6.1,4743,0.56
1,0,0,2,4.0,4.7,4846,0.42
1,1,1,0,1.0,4.0,4955,0.24
0,0,0,3,6.0,8.5,4917,0.68
0,1,1,1,1.0,1.9,4811,0.04
0,1,1,2,2.0,4.5,4868,0.29
0,0,1,4,8.0,10.0,4760,0.92
1,1,1,2,3.0,5.1,4971,0.26
0,1,0,4,4.0,7.3,5042,0.73
0,0,0,2,3.0,6.2,4726,0.5
1,1,0,4,7.0,6.6,5066,0.58
0,0,1,0,1.0,3.6,4824,0.26
0,1,0,1,3.0,4.8,4879,0.44
0,1,0,1,4.0,6.3,4908,0.51
1,0,0,2,4.0,7.0,4995,0.52
1,1,1,3,4.0,4.4,4917,0.38
0,1,1,1,3.0,4.0,4866,0.3
0,1,0,5,10.0,10.0,4736,1.0
1,1,0,1,2.0,4.8,4861,0.41
0,0,1,4,6.0,5.8,4883,0.5
1,1,1,1,2.0,5.9,4907,0.31
0,1,1,3,5.0,7.1,4804,0.49
1,1,1,1,4.0,4.1,4925,0.31
0,1,1,3,5.0,5.3,4755,0.48
0,1,0,2,4.0,6.2,4917,0.55
0,1,1,4,8.0,9.7,5063,0.83
0,0,1,2,3.0,4.2,4874,0.24
1,0,1,2,2.0,2.9,4763,0.14
0,0,0,4,9.0,10.0,4731,0.93
0,1,0,3,6.0,5.6,4751,0.52
0,0,0,3,7.0,7.4,4891,0.75
0,1,0,3,4.0,5.9,4744,0.44
0,1,1,0,1.0,3.3,5021,0.2
1,1,1,3,6.0,6.5,4743,0.41
0,0,1,1,2.0,4.5,4760,0.26
0,0,0,3,5.0,5.0,4848,0.38
1,0,1,1,3.0,4.5,4727,0.32
1,1,0,3,7.0,7.8,4791,0.77
1,1,1,2,3.0,3.6,4831,0.16
1,1,0,0,1.0,0.0,4815,0.0
1,1,1,3,4.0,6.3,4887,0.5
1,0,1,3,4.0,4.4,4985,0.34
1,1,1,0,1.0,1.6,4852,0.04
0,1,1,2,4.0,4.5,4968,0.36
1,0,1,3,5.0,4.6,4909,0.4
0,1,0,2,6.0,6.2,4734,0.56
1,0,1,3,5.0,5.6,5066,0.47
1,0,0,1,2.0,5.9,4856,0.2
0,0,0,3,7.0,7.0,4751,0.68
1,1,1,1,2.0,5.6,4945,0.42
1,1,0,0,2.0,2.5,5069,0.19
0,0,0,3,5.0,5.9,4839,0.4
0,1,0,3,6.0,6.6,4900,0.64
1,1,0,3,8.0,8.0,4917,0.81
1,1,1,2,4.0,7.3,4959,0.69
1,1,0,2,2.0,4.2,5051,0.2
0,1,0,2,6.0,5.8,4813,0.53
0,1,1,1,3.0,6.7,4869,0.47
1,0,0,3,7.0,9.2,4941,0.8
1,1,0,2,4.0,5.9,5025,0.3
0,0,0,1,3.0,5.8,4847,0.36
1,1,0,4,7.0,5.9,4992,0.69
1,1,1,3,6.0,7.2,4808,0.53
0,0,1,3,7.0,7.1,4741,0.67
1,0,0,2,4.0,6.0,4923,0.43
0,1,0,1,1.0,5.9,4742,0.23
0,0,0,2,4.0,6.2,4831,0.42
1,1,0,2,5.0,7.7,4923,0.57
1,1,1,2,3.0,3.9,4933,0.29
1,1,0,1,4.0,5.2,4775,0.4
1,0,1,3,5.0,5.7,4902,0.46
0,1,0,4,8.0,6.6,4788,0.54
1,1,0,1,3.0,5.5,5066,0.38
0,1,1,5,9.0,8.2,4757,0.81
0,0,0,2,6.0,7.1,5012,0.67
1,1,1,2,5.0,4.4,4949,0.3
0,1,1,1,3.0,5.5,4705,0.34
1,0,0,3,6.0,5.9,4812,0.55
0,0,0,1,4.0,5.8,4933,0.54
1,0,1,2,4.0,3.8,4780,0.32
0,0,1,2,4.0,4.3,4747,0.35
1,1,1,2,3.0,4.6,4995,0.27
1,0,0,2,3.0,5.4,4874,0.36
0,1,0,4,6.0,5.9,4743,0.65
0,1,1,1,2.0,2.7,4807,0.16
0,1,0,3,6.0,5.4,4763,0.43
1,1,0,3,8.0,7.6,4761,0.71
1,1,1,0,1.0,2.7,4836,0.16
1,1,1,0,1.0,0.4,4945,0.05
1,0,1,2,3.0,3.8,5010,0.3
1,1,1,3,4.0,6.2,4762,0.49
1,0,1,3,7.0,7.8,4753,0.78
0,0,0,1,2.0,0.1,4927,0.03
0,0,1,1,4.0,5.9,4911,0.52
0,0,0,4,7.0,6.7,4801,0.6
0,0,1,0,1.0,5.9,4906,0.08
1,0,0,2,5.0,7.7,4777,0.58
0,1,1,2,5.0,7.2,5008,0.6
0,0,0,3,6.0,5.5,4934,0.46
0,0,0,3,7.0,6.7,4942,0.58
1,1,1,0,1.0,0.8,5062,0.05
1,1,1,4,8.0,8.0,4740,0.67
1,1,0,2,5.0,5.7,4825,0.48
0,0,1,1,2.0,3.8,4763,0.24
1,0,1,2,4.0,6.4,4985,0.4
1,0,1,2,4.0,3.9,5059,0.33
1,0,1,2,4.0,6.1,5034,0.47
1,1,1,3,6.0,6.6,4910,0.48
1,1,0,2,2.0,3.8,4819,0.29
1,1,0,3,6.0,6.3,4782,0.61
1,0,0,1,3.0,4.7,5022,0.28
0,0,1,1,4.0,6.2,4750,0.46
1,1,1,4,7.0,7.3,4839,0.71
0,1,1,1,2.0,4.1,5043,0.33
1,1,0,0,1.0,0.0,4817,0.0
0,1,0,4,6.0,7.3,5028,0.54
1,0,1,2,5.0,5.5,4817,0.38
0,0,1,1,4.0,5.9,4942,0.39
1,1,0,1,4.0,6.5,5047,0.45
0,0,1,3,7.0,6.8,4900,0.57
0,0,0,3,5.0,5.9,4834,0.57
1,1,0,1,1.0,3.6,5039,0.23
1,1,1,2,4.0,4.0,4882,0.24
0,0,0,3,7.0,8.4,4899,0.64
0,1,1,1,3.0,5.4,4733,0.49
1,1,1,1,2.0,5.9,4886,0.1
1,1,1,1,2.0,4.1,4849,0.33
1,0,0,2,5.0,5.9,4831,0.36
1,1,1,2,4.0,5.9,5059,0.38
1,1,1,3,5.0,6.0,4911,0.42
0,1,1,2,4.0,5.3,4921,0.48
1,0,1,2,4.0,4.6,5009,0.34
1,0,0,5,4.0,9.0,4857,0.89
0,1,1,2,4.0,5.9,4836,0.41
1,0,1,2,3.0,6.1,5052,0.5
1,1,0,1,4.0,5.6,4756,0.34
0,1,0,2,5.0,8.3,4924,0.64
0,1,0,5,10.0,7.6,4732,0.76
0,1,0,3,4.0,5.1,4905,0.31
0,0,1,1,3.0,6.7,4963,0.44
0,1,1,1,3.0,5.7,4994,0.36
0,0,1,2,2.0,3.9,4815,0.17
1,1,0,3,6.0,5.7,4788,0.46
0,1,1,2,3.0,7.2,4854,0.49
0,1,1,2,4.0,4.2,5021,0.33
0,1,0,4,8.0,8.9,5017,0.8
1,1,1,2,4.0,5.8,4706,0.43
1,1,1,2,3.0,2.7,4987,0.2
1,1,0,2,4.0,5.3,4943,0.37
1,1,0,2,5.0,4.1,4838,0.31
0,0,1,2,3.0,3.4,4720,0.28
1,1,0,2,4.0,5.3,4926,0.35
1,0,1,4,7.0,7.1,4843,0.54
0,1,0,2,5.0,7.1,4990,0.54
1,0,1,2,4.0,5.5,4772,0.35
1,0,1,2,4.0,6.1,4870,0.43
1,1,0,3,3.0,4.1,5011,0.28
